cloudlet_id,length,pes,ram,file_size,output_size,priority,submission_delay
160,17776,2,1021,510,153,1,711.2894151991998
161,12174,2,1518,759,227,2,725.3414739505637
162,11931,1,3517,1758,527,3,731.9421144967392
163,1755,1,271,135,40,3,732.828079516373
164,1000,1,511,255,76,0,733.8715042032323
165,44947,2,2391,1195,358,1,740.433555092288
166,3575,1,3560,1780,534,1,741.2825397529496
167,7528,1,2499,1249,374,1,742.6190704367663
168,13229,2,3214,1607,482,1,759.1503476241528
169,93294,2,344,172,51,1,760.6242605634368
170,10322,4,1643,821,246,3,766.0423718326534
171,4481,1,3126,1563,468,3,785.2715091067653
172,3694,1,3746,1873,561,0,787.6159045527735
173,7661,2,2358,1179,353,1,787.7042606080622
174,2071,1,2445,1222,366,1,789.1038043599881
175,8461,1,3120,1560,468,1,797.989455107541
176,7494,1,1618,809,242,2,807.9873910015142
177,95062,1,3045,1522,456,2,815.3036862865416
178,7148,1,1763,881,264,2,815.9038568560119
179,1000,1,3718,1859,557,2,823.8400469666483
180,100000,1,3741,1870,561,1,836.3867279666604
181,34038,1,2642,1321,396,2,840.9758067191091
182,100000,2,2480,1240,372,1,855.1163440143473
183,1427,1,1295,647,194,1,863.8840080636412
184,5809,2,238,119,35,1,869.3816443541298
185,22283,1,1141,570,171,1,873.6857498926066
186,18116,1,359,179,53,1,875.8287047030595
187,12841,2,1842,921,276,1,876.6962320393476
188,1000,1,3783,1891,567,3,881.3399963866872
189,1000,1,3921,1960,588,1,883.2544424010495
190,78927,1,1883,941,282,1,893.3204148379193
191,100000,4,3791,1895,568,1,918.3762950582666
192,6905,1,3699,1849,554,2,925.3565594149602
193,65227,1,2770,1385,415,1,925.8307601904552
194,1746,2,1705,852,255,3,927.5339639231643
195,2461,1,1424,712,213,2,928.111633436114
196,1550,1,3902,1951,585,1,933.3680586605067
197,2264,1,2348,1174,352,2,940.6129700827154
198,23957,2,1100,550,165,0,953.6094982562058
199,2222,1,1158,579,173,1,956.492298967874
200,100000,1,3354,1677,503,2,968.0744843993035
201,16156,1,3721,1860,558,0,978.5886968641178
202,41224,2,2721,1360,408,1,980.4964319393042
203,16897,1,2723,1361,408,1,990.6554302378062
204,50081,4,645,322,96,1,993.0108292934689
205,2203,1,1041,520,156,3,994.7718915473434
206,70997,4,2390,1195,358,1,1000.0078004536371
207,10010,4,2309,1154,346,2,1001.9981224678214
208,49706,1,2460,1230,369,1,1006.9722055539679
209,1000,1,3325,1662,498,2,1011.6780923783463
210,10624,1,2072,1036,310,1,1015.8222273736117
211,10075,1,1590,795,238,1,1018.215792236026
212,3200,2,2000,1000,300,2,1022.191688684166
213,12960,1,2861,1430,429,1,1026.729402655977
214,81585,1,3351,1675,502,1,1030.674245884669
215,2851,1,2506,1253,375,1,1033.6129542889994
216,34295,4,3737,1868,560,2,1033.6868326978624
217,1493,1,3582,1791,537,1,1038.1091182503842
218,100000,1,3314,1657,497,3,1039.031403738435
219,26288,1,3069,1534,460,1,1044.1755659383405
220,100000,4,3681,1840,552,1,1051.2975065067953
221,22205,2,1435,717,215,2,1054.7676974850829
222,14558,1,1026,513,153,2,1058.6760996781602
223,26619,1,1226,613,183,2,1073.8048472280595
224,6603,1,1317,658,197,3,1083.196906335445
225,1000,1,1340,670,201,1,1095.4777161200398
226,15852,4,2253,1126,337,1,1103.8814805180982
227,2609,2,3122,1561,468,0,1104.4580765578569
228,1552,1,3801,1900,570,2,1105.2647444603658
229,21045,2,815,407,122,2,1109.0040687203957
230,5331,1,2196,1098,329,1,1110.4163452249743
231,37856,2,693,346,103,1,1113.6543038183365
232,2481,2,1335,667,200,0,1116.1616954147437
233,3998,1,2022,1011,303,2,1120.1477296662838
234,45498,2,3421,1710,513,1,1127.0171030178033
235,12329,1,954,477,143,1,1133.3020533425022
236,1000,1,1479,739,221,1,1136.9847713195159
237,11927,1,2354,1177,353,2,1145.6256932840176
238,74746,1,1939,969,290,2,1148.4438558057286
239,3952,2,3311,1655,496,2,1159.7951370348515
240,19872,4,3935,1967,590,1,1160.164878413524
241,2266,2,3925,1962,588,1,1175.632709895049
242,6600,2,1210,605,181,2,1180.9493180869874
243,41554,2,1478,739,221,3,1183.3400980063366
244,11258,1,3080,1540,462,1,1184.4380606158606
245,56044,1,1772,886,265,0,1187.699845551246
246,15335,1,2844,1422,426,0,1188.7816679771242
247,100000,2,318,159,47,1,1189.6912658115966
248,1000,4,1351,675,202,2,1194.4944615039935
249,5850,1,1463,731,219,0,1198.1965436216854
250,1592,2,835,417,125,1,1203.74131202592
251,1764,2,3234,1617,485,1,1217.0095395529756
252,1788,1,506,253,75,0,1220.8087552984975
253,10421,1,514,257,77,1,1225.1573663392803
254,11378,1,3957,1978,593,1,1225.6268670764694
255,15385,1,2412,1206,361,1,1231.9496545866314
256,1503,1,743,371,111,2,1234.5029928245572
257,4982,1,1670,835,250,1,1253.3049213740717
258,1907,1,2458,1229,368,1,1261.9678672188963
259,32985,1,2176,1088,326,3,1265.6636242895174
260,2196,2,1882,941,282,2,1266.3211352917854
261,5880,1,591,295,88,2,1276.1308784600717
262,18778,2,3429,1714,514,0,1284.17259840061
263,3218,1,1094,547,164,0,1285.1928896593456
264,22944,1,299,149,44,0,1286.9426511122533
265,88798,4,3286,1643,492,1,1294.8276803838364
266,10770,1,3752,1876,562,1,1295.851917921564
267,31332,1,1274,637,191,3,1308.3420286879461
268,1000,2,970,485,145,1,1311.1048472204993
269,4257,1,1449,724,217,1,1311.5601575937005
270,10693,1,2036,1018,305,1,1320.0174295221182
271,1669,1,817,408,122,1,1322.3555393247834
272,11064,1,2750,1375,412,2,1326.093547647107
273,39731,1,1635,817,245,1,1326.689179271748
274,1000,1,2340,1170,351,2,1326.7021160676168
275,1361,2,2152,1076,322,3,1331.7824670677023
276,10691,2,1850,925,277,1,1335.4023052138534
277,16165,2,510,255,76,1,1339.903636391291
278,24516,2,2384,1192,357,3,1347.7968185806658
279,9569,2,3938,1969,590,2,1352.9976758415748
280,16191,1,3631,1815,544,1,1353.9581624195373
281,31420,2,1540,770,231,3,1356.195636883656
282,4351,2,1711,855,256,0,1368.0121504211768
283,3252,2,2399,1199,359,3,1375.3593282475274
284,6293,1,2178,1089,326,0,1379.4261610578058
285,10929,1,499,249,74,1,1380.9023470801478
286,3018,1,1838,919,275,2,1382.7004613742629
287,4488,2,1597,798,239,1,1389.283520606652
288,14713,1,738,369,110,1,1398.8084165736627
289,10266,2,243,121,36,1,1404.3733623279084
290,6136,1,3469,1734,520,3,1412.6646645774676
291,1000,1,574,287,86,2,1419.9408750713176
292,8060,1,1519,759,227,2,1420.751728657012
293,1891,1,3452,1726,517,1,1423.5094877168192
294,35405,1,1468,734,220,2,1424.3396650126342
295,5099,1,542,271,81,1,1425.6806022454978
296,1818,4,3294,1647,494,1,1435.85331119472
297,7388,1,1936,968,290,2,1439.055059957978
298,54505,1,3067,1533,459,1,1442.8875013658408
299,20873,2,1175,587,176,0,1443.8702892054694
300,11269,2,3827,1913,573,0,1445.7420969902614
301,1108,2,2838,1419,425,1,1447.0505195627918
302,92263,1,2001,1000,300,2,1448.205051109567
303,3189,2,1201,600,180,1,1453.2850649458871
304,32881,2,3701,1850,555,2,1454.7695795339234
305,4973,1,845,422,126,1,1459.7681516503028
306,28460,1,3697,1848,554,1,1460.0693152808424
307,57544,1,1486,743,222,1,1460.833756628097
308,21422,1,3278,1639,491,2,1462.4385050915512
309,25179,2,1733,866,259,2,1466.9831808060947
310,6990,1,3226,1613,483,3,1472.615790300568
311,4226,4,2446,1223,366,2,1475.5392004479538
312,9971,1,689,344,103,1,1478.4902667125832
313,4866,1,2979,1489,446,2,1484.9364108068885
314,100000,1,2422,1211,363,3,1485.0161487126147
315,1828,1,3975,1987,596,2,1487.1019905201706
316,36429,2,3790,1895,568,0,1495.6401959555267
317,17602,2,514,257,77,1,1500.262055063708
318,11439,1,829,414,124,2,1502.3186697178724
319,74595,1,2734,1367,410,2,1514.1157588758617
320,12677,1,1100,550,165,1,1521.5214821132054
321,3126,2,1512,756,226,2,1523.0601948193462
322,12551,1,4065,2032,609,3,1528.2424661529103
323,6156,1,1111,555,166,1,1532.7710840622092
324,17238,2,1639,819,245,2,1535.3351212772327
325,27435,4,479,239,71,0,1537.6211986477451
326,2233,1,1852,926,277,0,1539.7258221798918
327,48679,1,2079,1039,311,1,1544.5264577684072
328,5528,2,1407,703,210,0,1547.4471139673167
329,15763,2,3421,1710,513,2,1556.3619981136917
330,20446,1,2035,1017,305,0,1561.89929389093
331,14059,4,880,440,132,1,1562.2617796573852
332,6879,2,2956,1478,443,1,1567.3723728831692
333,3893,1,1152,576,172,1,1568.9537919445888
334,5412,1,673,336,100,0,1573.4461932607394
335,84775,1,1597,798,239,2,1579.1454265252362
336,2211,2,206,103,30,1,1580.4576375922645
337,2754,1,1387,693,207,2,1583.509565944376
338,2579,2,2509,1254,376,2,1584.5651768292387
339,9933,2,1016,508,152,0,1584.8339683519507
340,1000,1,3548,1774,532,2,1587.211875521416
341,1063,2,3297,1648,494,0,1589.4663662309583
342,5478,4,1233,616,184,1,1616.4631255005588
343,1174,1,2677,1338,401,0,1619.419259538404
344,1326,1,2118,1059,317,1,1621.4483570139246
345,1187,1,1628,814,244,1,1625.7915178944502
346,2275,2,3903,1951,585,2,1626.256303314578
347,24266,4,2940,1470,441,1,1642.5633591152884
348,33981,1,1048,524,157,2,1647.6021014515698
349,100000,2,677,338,101,1,1654.6312780916237
350,100000,1,2189,1094,328,2,1655.5658059574735
351,26356,1,519,259,77,1,1658.1995466502387
352,37854,1,3546,1773,531,1,1660.9464184467397
353,9864,1,2485,1242,372,1,1669.5708430750415
354,17673,1,2561,1280,384,1,1669.5770303004358
355,100000,1,3408,1704,511,1,1671.3665023674778
356,14140,1,1508,754,226,2,1691.2456778117196
357,45700,4,1101,550,165,0,1694.4663824723755
358,1995,1,3800,1900,570,2,1696.876976324802
359,2982,1,3767,1883,564,2,1697.5151716972907
360,12940,1,3293,1646,493,2,1715.7952254102106
361,10146,2,3292,1646,493,1,1715.8963734176157
362,3197,1,467,233,69,1,1722.5778071570846
363,100000,1,2772,1386,415,3,1729.8958402601463
364,10497,4,3644,1822,546,2,1731.2921398930703
365,4171,1,884,442,132,1,1736.8591217302073
366,10172,1,1173,586,175,1,1737.3467952854955
367,8418,2,2466,1233,369,1,1738.832409545213
368,10739,1,3684,1842,552,1,1746.5859435040666
369,1000,1,3983,1991,597,2,1756.5867369769026
370,56270,1,2481,1240,372,1,1761.275412268421
371,61282,1,2809,1404,421,1,1764.8100044390576
372,73532,1,3327,1663,498,1,1765.677630355648
373,13202,1,2800,1400,420,1,1766.0035721932802
374,21888,1,1066,533,159,2,1766.6293990694128
375,2209,1,3472,1736,520,2,1767.919091881788
376,28264,2,975,487,146,1,1770.009370841795
377,11821,1,569,284,85,2,1772.4068901149817
378,4061,1,2678,1339,401,1,1774.5325903624703
379,29647,2,257,128,38,1,1775.8985635305494
380,31419,2,3331,1665,499,1,1779.4624999527355
381,8874,1,724,362,108,1,1788.1855276885399
382,15639,4,2086,1043,312,1,1789.8259896865186
383,1724,1,1633,816,244,1,1804.0960265558297
384,52301,1,989,494,148,2,1814.427139516041
385,2104,2,3589,1794,538,1,1815.3094187529202
386,2812,1,2768,1384,415,2,1823.0247668212203
387,8897,1,1126,563,168,0,1827.2982454007592
388,43121,1,2500,1250,375,3,1831.478432119329
389,43084,1,3268,1634,490,2,1833.958468280449
390,8044,1,3859,1929,578,0,1837.4357474896128
391,25835,4,2623,1311,393,2,1839.9664205205925
392,1000,1,1679,839,251,1,1843.8461589946019
393,2754,2,2994,1497,449,2,1848.7897948295106
394,2840,1,1768,884,265,1,1854.3987460976325
395,53014,2,3364,1682,504,2,1858.2003246038485
396,21633,2,1639,819,245,2,1864.590611747356
397,10689,2,1864,932,279,1,1865.35216224181
398,12364,1,2884,1442,432,0,1866.5433370903295
399,85178,1,1577,788,236,2,1875.0823133529686
400,6277,1,3896,1948,584,1,1877.0292484669449
401,1128,2,1985,992,297,1,1877.1450482584735
402,41389,2,392,196,58,0,1877.979993667664
403,10644,1,4074,2037,611,1,1879.2455237648235
404,33877,1,2787,1393,417,3,1895.015986358435
405,7576,1,3541,1770,531,1,1899.2713278270242
406,2302,2,3007,1503,450,1,1912.7665873996787
407,14827,1,3925,1962,588,2,1917.0468400899306
408,8227,2,3477,1738,521,2,1920.3102689704763
409,10693,4,2849,1424,427,1,1922.1926728625192
410,91569,1,1590,795,238,1,1926.8544043449765
411,1559,1,284,142,42,3,1927.6038583187546
412,12442,1,1573,786,235,2,1939.030611990435
413,2372,1,2426,1213,363,1,1947.8707995104362
414,1000,1,3053,1526,457,0,1949.7809936627348
415,7529,1,1760,880,264,1,1965.0475386949047
416,8489,2,2705,1352,405,1,1973.7681247250025
417,20646,1,2502,1251,375,1,1979.2557923662253
418,5847,1,3136,1568,470,2,1979.904980117567
419,1000,4,1022,511,153,0,1983.1576606757692
420,2359,2,2272,1136,340,2,1986.6848482150742
421,58421,1,640,320,96,1,1988.0082668060581
422,2310,1,343,171,51,2,1988.4249867801564
423,87102,1,3331,1665,499,2,1995.9217115282192
424,39142,2,3459,1729,518,0,1996.5724545724038
425,5030,2,2300,1150,345,1,2001.0830471239824
426,2714,2,3281,1640,492,1,2014.8626235337865
427,39021,1,3482,1741,522,2,2025.3042355378566
428,5645,2,1834,917,275,2,2026.931173399788
429,1000,1,2234,1117,335,1,2036.4652959271116
430,18835,1,1695,847,254,1,2036.4669587341762
431,15152,1,2336,1168,350,1,2036.556189275845
432,44647,1,2459,1229,368,2,2041.1696597725906
433,13689,1,2281,1140,342,1,2043.4387225997875
434,3555,2,1256,628,188,1,2045.881278541171
435,54421,4,3638,1819,545,1,2050.0369046591286
436,62974,1,355,177,53,0,2051.10152475198
437,11496,1,3899,1949,584,2,2052.2912585950353
438,8870,1,3781,1890,567,0,2055.6053338948705
439,1113,1,2493,1246,373,2,2062.6226086079596
440,3257,1,1615,807,242,1,2067.4539245685855
441,25365,4,929,464,139,1,2069.2184423787326
442,3512,1,1750,875,262,2,2072.0319955420896
443,1000,1,2033,1016,304,3,2072.9676496071397
444,100000,1,3049,1524,457,2,2073.3554567111996
445,1000,2,599,299,89,1,2080.987747569481
446,100000,2,1207,603,180,1,2082.529807599779
447,5109,4,2800,1400,420,2,2083.5084612228225
448,7137,2,2188,1094,328,1,2089.3905421475797
449,2955,1,3639,1819,545,1,2094.202891910224
450,26219,1,1169,584,175,2,2099.2174431931926
451,1000,2,2869,1434,430,2,2100.517094270544
452,1000,1,3148,1574,472,3,2101.841126492014
453,90694,1,2288,1144,343,3,2103.0885810002196
454,2426,1,356,178,53,2,2104.042886146813
455,24813,1,298,149,44,0,2109.3744394799446
456,1590,1,422,211,63,1,2118.7943358390294
457,23450,1,316,158,47,1,2125.2368624778533
458,100000,2,553,276,82,1,2133.090199792576
459,3675,1,1104,552,165,1,2135.684475573381
460,1000,1,1230,615,184,1,2140.9921535218346
461,100000,1,2833,1416,424,1,2143.1787612186645
462,32512,1,1046,523,156,1,2146.9062782271308
463,3982,1,3381,1690,507,0,2150.1916550051274
464,5843,1,626,313,93,1,2151.164964812697
465,1531,1,1949,974,292,1,2153.612558986293
466,68212,1,2937,1468,440,2,2170.2091174581383
467,3633,1,993,496,148,1,2171.6380718190658
468,1000,1,953,476,142,1,2172.356290637192
469,11164,1,3907,1953,585,2,2175.067705441555
470,2230,1,1986,993,297,1,2182.878991986122
471,1728,1,2246,1123,336,0,2187.2421346163583
472,4250,2,2423,1211,363,1,2192.954560955517
473,9223,1,273,136,40,1,2194.0062828135783
474,1020,1,1769,884,265,3,2198.830382497287
475,64713,1,3974,1987,596,1,2200.7844995729283
476,22375,2,1447,723,216,2,2209.772482914444
477,4684,2,2757,1378,413,0,2214.734277654075
478,2090,2,597,298,89,1,2215.842852251644
479,7088,2,3705,1852,555,1,2216.1768465797754
480,31230,1,320,160,48,1,2216.394690027658
481,24757,2,1219,609,182,1,2218.7160589498803
482,39646,1,2669,1334,400,1,2220.261276249047
483,3941,1,4016,2008,602,1,2225.454841170613
484,1000,1,179,89,26,2,2228.913919857019
485,52665,1,3057,1528,458,1,2230.4602824321446
486,6305,4,2538,1269,380,2,2231.268395429636
487,22009,1,1948,974,292,2,2231.9486382924624
488,99095,2,3092,1546,463,1,2241.9484785206064
489,100000,1,2649,1324,397,0,2243.343596636194
490,3057,1,1997,998,299,1,2248.617205002036
491,9906,1,2696,1348,404,2,2256.938944434166
492,62959,1,1914,957,287,1,2261.6995873463907
493,2283,2,1582,791,237,2,2271.5146482474174
494,3384,1,1995,997,299,1,2274.005789122829
495,3354,1,3497,1748,524,2,2289.6489302518476
496,7768,2,3634,1817,545,0,2290.363348073728
497,5824,1,3895,1947,584,2,2290.902106766929
498,3325,4,2866,1433,429,1,2296.276958826575
499,1903,1,3397,1698,509,1,2310.585688622346
500,27389,1,3327,1663,498,1,2318.860048064844
501,60279,1,2707,1353,405,1,2319.257520343422
502,74912,1,2135,1067,320,3,2320.8956517296797
503,3937,1,1562,781,234,1,2334.2147814422615
504,29160,2,967,483,144,1,2335.673623043277
505,11550,2,3264,1632,489,1,2343.270933257883
506,3442,2,3893,1946,583,1,2351.9895582370223
507,24375,1,368,184,55,1,2355.4100207623446
508,3213,1,3568,1784,535,2,2357.8516646095254
509,4608,1,663,331,99,1,2360.841980945101
510,1027,1,1535,767,230,3,2362.129133734666
511,4038,2,3630,1815,544,1,2373.137899037746
512,11858,1,210,105,31,1,2376.1327204602503
513,85254,1,1109,554,166,2,2386.8375795470192
514,4768,1,4030,2015,604,2,2387.3961130416865
515,1707,4,3896,1948,584,1,2409.626388431359
516,76577,1,1078,539,161,2,2412.55479064109
517,3801,1,4027,2013,603,1,2412.799853392636
518,1000,1,738,369,110,1,2412.9936710918355
519,9893,1,701,350,105,2,2419.8498576887846
520,4978,1,2461,1230,369,1,2425.229742753806
521,100000,1,1116,558,167,1,2433.3304820051058
522,16531,2,3733,1866,559,2,2433.8871934926524
523,6506,1,586,293,87,3,2434.068288116395
524,2024,2,3411,1705,511,1,2437.6205614852292
525,13296,4,2301,1150,345,1,2440.072370628346
526,72046,2,3612,1806,541,1,2443.1713610931506
527,12935,1,1650,825,247,3,2467.0620842327457
528,2272,1,2600,1300,390,2,2484.7214555234896
529,18182,2,2729,1364,409,1,2498.985279822573
530,7533,2,2785,1392,417,1,2506.644023763158
531,15881,1,2112,1056,316,1,2508.835318959847
532,4758,2,1694,847,254,2,2511.4915740918127
533,4594,1,3357,1678,503,2,2515.479848210996
534,4330,1,2287,1143,342,2,2524.35537648825
535,33301,1,2577,1288,386,3,2524.711314481725
536,4664,1,3958,1979,593,0,2527.472130371964
537,4065,1,249,124,37,1,2527.903285126112
538,1972,2,400,200,60,1,2531.5177882765397
539,16010,1,1445,722,216,1,2542.976054793524
540,12933,1,525,262,78,0,2550.6034903860523
541,4133,1,2646,1323,396,0,2551.8963235232222
542,2795,1,1112,556,166,2,2570.5429247961265
543,100000,1,1358,679,203,2,2576.0462527430627
544,1000,2,1261,630,189,1,2576.0986649870338
545,16979,2,3639,1819,545,1,2577.5732961254316
546,56224,2,1429,714,214,1,2579.083643507747
547,1000,2,3767,1883,564,2,2579.4424894723657
548,26667,1,2038,1019,305,2,2595.5152302456377
549,5823,1,2744,1372,411,1,2598.768114649648
550,11897,1,1633,816,244,1,2610.0760308967365
551,4989,1,4002,2001,600,0,2612.020660363014
552,40663,4,3313,1656,496,0,2612.689652192495
553,13970,1,2044,1022,306,1,2615.9051185060157
554,9873,1,3072,1536,460,2,2616.510065428801
555,2104,2,947,473,141,2,2619.837876305885
556,100000,4,3028,1514,454,1,2632.4851279380164
557,8224,2,3676,1838,551,2,2636.16298170006
558,100000,1,2885,1442,432,3,2640.9550564302453
559,100000,1,2084,1042,312,1,2641.8068539929695
560,1000,1,2496,1248,374,1,2642.0304583039438
561,3033,1,306,153,45,3,2642.617668560196
